747.27,462.09,528.31,742.66,375.39,327.9,325.66,451.51,383.4,414.8,429.69,355.61,364.34,430.36,339.64,403.11,370.16,531.08,380.72,352.63,316.7,352.57,323.13,371.55,359.26,391.81,357.31,442.25,362.48,364.1,454.39,355.31,415.68,439.11,361.61,377.05,344.15,333.96,369.41,332.49,344.38,375.44,420.92,388.41,350.97,389.8,388.2,334.44,573.08,551.01,358.61,374.94,377.05,336.57,386.09,359.36,357.11,431.76,493.19,333.29,365.82,389.33,417.95,344.57,367.05,649.91,400.84,404.96,363.98
744.97,458.42,523.13,737.67,376.46,318.88,321.39,449.3,365.55,414.16,431.57,362.16,365.72,425.74,337.02,401.86,373.7,526.68,377.79,354.6,318.53,357.28,328.04,368.47,355.31,385.81,352.35,438.99,358.94,362.69,453.94,349.65,416.15,437.69,349.49,377.13,343.44,338.64,369.43,331.36,349.8,373.65,416.93,386.92,347.54,394.09,386.05,335.23,565.54,537.08,357.05,378.73,376.62,339.88,382.38,356.53,354.77,429.35,486.31,338.71,366,388.11,405.69,342.64,365.14,652.2,399.81,405.23,360.44
736.94,460.14,511.87,729.09,371.4,317.69,324.34,446.51,365.48,412.95,427.39,365.78,369.07,421.38,337.15,399.27,366.89,525.31,373.14,347.07,315.34,358.01,322.4,358.09,356.89,385.03,347.4,432.61,356.79,359.52,446.41,352.26,409.19,432.13,349.84,375.61,338.03,335.55,368.95,330.54,346.06,370.04,413.31,384.72,344.98,397.22,386.38,337.99,561.19,521.13,355.75,371.88,372.72,337.32,373.96,356.21,350.33,424.93,477.8,326.98,363.71,387.55,406.16,341.8,361.75,640.08,397.74,403.04,356.52
743.04,454.59,510.23,736.82,375.91,320.43,321.35,449.04,366.87,407.04,428.93,360.52,366.08,426.62,338.17,399.7,375.01,528.26,376.03,350.93,312.94,353.95,319.46,363.69,356.08,386.88,353.77,436.79,357.26,362.66,444.37,349.01,414.37,431.48,348.61,377.5,347.45,348.64,365.07,337.02,344.42,369.28,407.55,384.61,347.41,396.46,386.96,334.78,557.93,530.08,356.31,372.27,374.18,338.4,379.46,355.23,353.24,429.75,484.5,334.04,366.71,385.53,402.05,341.65,361.22,642.86,396.12,400.48,351.63
733.2,454.5,514.08,727.18,374.94,320.27,328.97,447.4,370.91,411.73,431.78,360.96,364.23,424.09,337.65,402.79,372.03,524.28,377.49,346.81,314.25,355.98,315.77,365.12,358.34,381.83,349.65,433.89,357.74,356.4,447.01,349.19,412.9,432.59,347.9,370.92,350.28,343.89,368.78,335.16,344.63,365.23,406.09,382.7,346.32,388.55,384.97,336.51,562.04,537.52,357.73,370.01,372.95,342.82,379.44,356.59,354.05,426.33,523.04,335.29,365.79,385.99,402.62,338.26,365.51,639.97,393.27,393.25,349.13
729.23,455.18,508.75,712.65,373.32,323.45,322.28,445.61,368.54,411.56,427.22,356.93,361.48,419.09,339.16,393.51,370.38,517.67,374.89,347.62,313.25,349.01,322,358.65,356.26,382.41,345.56,429.1,358.01,356.85,440.9,349.74,410.7,428.56,352.45,368.88,346.88,348.34,363.97,328.23,341.57,372.59,402.07,385.03,342.75,390.54,381.24,330.18,548.13,518.35,355.35,364.14,368.9,338.42,379.93,352,349.8,421.75,530.38,328.35,363.44,385.57,403.72,335.67,360.43,634.82,393.53,390.22,350.44
740.12,461.35,507.43,725.22,376.51,322.25,327.38,446.66,365.62,407.24,432.55,356.16,361.01,423.3,337.82,401.59,369.49,521.43,377.11,351.43,317.85,355.17,319.96,356.53,356.99,384.07,342.31,430.24,356.26,359.67,439.82,351.6,409.18,430.4,346.56,372.85,352.2,345.55,364.7,335.16,339.35,365.84,398.98,384.37,347.3,389.6,380.75,336.68,557.68,517.87,356.25,368.2,372.59,342.4,378.66,352.91,351.41,424.93,537.17,334.96,363.63,389.79,405.79,336.65,363.38,634.36,393.62,394.08,355.89
743.76,491.26,511.94,734.99,381.96,326.04,330.54,454.72,367.41,421.01,436.94,370.61,362.31,434.93,334.13,399.95,373.65,521.29,385.27,350.83,317.36,377.43,320.02,360.47,367.88,458.41,354.74,478.06,364.91,388.86,499.14,353.34,439.56,546.38,351.19,370,355.55,349.95,425.97,339.43,345.02,375.8,420.31,400.51,389.05,408.53,410.34,341.12,562.49,541.95,418.04,407.88,419.07,362.75,386.33,364.87,414.94,428.68,578.59,335.15,365.33,392.86,435.3,346.93,372.22,641.88,393.9,398.22,352.98
736.91,484.47,513.32,723.61,395.49,326.43,326.25,448.77,366.99,573.11,438.09,494.79,369.83,435.4,341.96,444.64,376.33,520.36,406.47,352.92,316.41,563.19,345.71,357.58,452.33,608.93,457.58,543.99,432.19,572.63,945.46,491.19,473.75,910.09,399.08,373.73,385.53,358.54,641.37,401.38,367.57,368.61,588.91,564.69,526.58,565.36,604.48,388.59,552.78,536.64,529.81,477.57,687.89,495.05,491.98,448.58,582.7,430.79,694.51,326.78,366.39,391.4,475.3,472.32,404.7,640.49,462.46,402.42,366.83
749.59,476.27,516.57,733.27,393.75,323.98,327.6,449.18,369.57,612.2,443.53,571.06,370.15,437.42,340.09,449.96,375.58,528.67,406.18,348.67,317.44,630.27,396.71,359.16,530.52,699.13,572.37,662.29,514.37,629.6,1129.9,532.87,485.22,1082.6,476.76,374.59,426.52,388.77,687.82,431.23,389.74,413.37,752.12,765.97,584.46,636.28,648.41,424.67,564.52,538.35,590.85,523.03,798.47,531.1,566.41,518.84,670.16,442.16,787.87,339.69,367.5,396.08,493.77,589.85,420.28,634.04,501.65,411.78,392.35
